index,artist,colors,convertedManaCost,flavorText,hasFoil,hasNonFoil,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,number,Price (Dollars),power,rarity,setCode,subtypes,text,toughness,types
32061,Tony Foti,B,4,"In Amonkhet's ever-shifting sands, nothing stays buried for long.",1,1,,{3}{B},4,bcaa15c2-1b72-5399-90f4-a80c02b146d8,466857,Gravedigger,103,$0.04 ,2,uncommon,M20,Zombie,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.",2,Creature
32062,Karl Kopinski,B,5,"His whips twist and tremble like living things, moved by the fury of the horde he commands.",1,1,,{3}{B}{B},5,f6d32e1d-0605-5dbb-b5e6-d10ac390f99b,466858,Gruesome Scourger,104,$0.02 ,3,uncommon,M20,"Orc,Warrior","When Gruesome Scourger enters the battlefield, it deals damage to target opponent or planeswalker equal to the number of creatures you control.",3,Creature
32063,Alex Konstad,B,1,,1,1,,{B},1,7be3ef44-e27e-5aee-8a49-d8d48c0d1d31,466859,Knight of the Ebon Legion,105,$1.52 ,1,rare,M20,"Vampire,Knight","{2}{B}: Knight of the Ebon Legion gets +3/+3 and gains deathtouch until end of turn.
At the beginning of your end step, if a player lost 4 or more life this turn, put a +1/+1 counter on Knight of the Ebon Legion. (Damage causes loss of life.)",2,Creature
32064,David Palumbo,B,2,"""With a single word, they were unmade.""
—Krinnea, *Siege of the Bone Spire*",1,1,,{1}{B},2,512c2d25-d040-58a2-a871-366ba4627ac2,466860,Legion's End,106,$0.28 ,,rare,M20,,Exile target creature an opponent controls with mana value 2 or less and all other creatures that player controls with the same name as that creature. Then that player reveals their hand and exiles all cards with that name from their hand and graveyard.,,Sorcery
32065,Noah Bradley,B,4,,1,1,,{2}{B}{B},4,1595ce6d-81cc-5a2e-a70f-d89407c90e1d,466861,Leyline of the Void,107,$5.60 ,,rare,M20,,"If Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield.
If a card would be put into an opponent's graveyard from anywhere, exile it instead.",,Enchantment
32066,Seb McKinnon,B,3,Many an inventor has collapsed under the pressure to create a flawless design.,1,1,,{2}{B},3,ff22c101-db84-57ef-8b3a-e6fcb06fe6b0,466862,Mind Rot,108,$0.01 ,,common,M20,,Target player discards two cards.,,Sorcery
32067,Allen Williams,B,3,"""By fate or by will, every reign must come to an end.""
—Kethis, the Hidden Hand",1,1,,{1}{B}{B},3,0849f4d7-f1cc-5b87-a5c9-442bf85cce41,466863,Murder,109,$0.10 ,,common,M20,,Destroy target creature.,,Instant
32068,Tomasz Jedruszek,B,2,"""The bog doesn't give a stinking bubble about your title, wealth, or piety. It's just hungry.""
—Byaras, backwoods guide",1,1,,{1}{B},2,540d9477-58dc-52bb-9aee-9fd53d5ae621,466864,Noxious Grasp,110,$0.04 ,,uncommon,M20,,Destroy target creature or planeswalker that's green or white. You gain 1 life.,,Instant
32069,Randy Vargas,B,3,"""Now, *that's* a zombie!""
—Modriss of Zargoth Fen",1,1,,{2}{B},3,7fb121f8-3453-560a-be66-4000fd1f6856,466865,Rotting Regisaur,111,$1.71 ,7,rare,M20,"Zombie,Dinosaur","At the beginning of your upkeep, discard a card.",6,Creature
32070,Kev Walker,B,1,His mind was lost long before his flesh.,1,1,,{B},1,383614c2-c1f8-506f-b580-155d9c16ee13,466866,Sanitarium Skeleton,112,$0.01 ,1,common,M20,Skeleton,{2}{B}: Return Sanitarium Skeleton from your graveyard to your hand.,2,Creature
32071,Seb McKinnon,B,1,"""One for you, one for me. What could be more fair?""
—Kethis, the Hidden Hand",1,1,,{B},1,15591aa8-7bc7-5381-bb2c-84d55ad33c30,466867,Scheming Symmetry,113,$6.42 ,,rare,M20,,"Choose two target players. Each of them searches their library for a card, then shuffles and puts that card on top.",,Sorcery
32072,Caio Monteiro,B,2,"""The Great Serpent slumbers now, but all warmbloods will grovel in the dirt at its awakening!""",1,1,,{1}{B},2,d309a375-87cf-5a21-96b5-863c25ce9131,466868,Sorcerer of the Fang,114,$0.02 ,1,common,M20,"Human,Wizard","{5}{B}, {T}: Sorcerer of the Fang deals 2 damage to target opponent or planeswalker.",3,Creature
32073,Chase Stone,B,3,,1,1,4,{2}{B},3,b47c27d3-f141-595e-b5e7-9a2baeffc6a1,466869,"Sorin, Imperious Bloodlord",115,$23.63 ,,mythic,M20,Sorin,"[+1]: Target creature you control gains deathtouch and lifelink until end of turn. If it's a Vampire, put a +1/+1 counter on it.
[+1]: You may sacrifice a Vampire. When you do, Sorin, Imperious Bloodlord deals 3 damage to any target and you gain 3 life.
[−3]: You may put a Vampire creature card from your hand onto the battlefield.",,Planeswalker
32074,Daarken,B,3,The first mistake the Grimnant knights made was bullying the owner of an Urborg corpse shop. Their second mistake was dying.,1,1,,{2}{B},3,43cb19fb-68f8-51d4-b8a7-85672c6f9bf2,466870,Soul Salvage,116,$0.02 ,,common,M20,,Return up to two target creature cards from your graveyard to your hand.,,Sorcery
32075,David Palumbo,B,6,"""The skull is rigid, but the mind is so deliciously supple.""
—Eromena the Mind Render",1,1,,{4}{B}{B},6,9f1abe1f-797e-526d-873a-5806ccc2256d,466871,Thought Distortion,117,$0.05 ,,uncommon,M20,,"This spell can't be countered.
Target opponent reveals their hand. Exile all noncreature, nonland cards from that player's hand and graveyard.",,Sorcery
32076,James Zapata,B,4,"""There are always more like you.""
—Modriss of Zargoth Fen",1,1,,{3}{B},4,e346c25f-2b9d-5620-96a2-2887647b7e8d,466872,Undead Servant,118,$0.01 ,3,common,M20,Zombie,"When Undead Servant enters the battlefield, create a 2/2 black Zombie creature token for each card named Undead Servant in your graveyard.",2,Creature
32077,Seb McKinnon,B,3,"""Don't think of it as selling your soul. It's more like you're bequeathing it to me.""
—Vilis, Broker of Blood",1,1,,{2}{B},3,b0f3c210-ff11-5293-a214-172c3658e5a1,466873,Unholy Indenture,119,$0.11 ,,common,M20,Aura,"Enchant creature
When enchanted creature dies, return that card to the battlefield under your control with a +1/+1 counter on it.",,Enchantment
32078,Anna Podedworna,B,1,"""This place suits me: craven authorities and plentiful prey.""",1,1,,{B},1,ee0cd366-1dac-5085-8b05-ced6d5e2272b,466874,Vampire of the Dire Moon,120,$1.97 ,1,uncommon,M20,Vampire,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",1,Creature
32079,Karl Kopinski,B,5,"""Try to steal from me and I'll add your skull to my collection.""",1,1,,{4}{B},5,9b76efc5-8df7-5992-b657-020a4fc08a0d,466875,Vengeful Warchief,121,$0.02 ,4,uncommon,M20,"Orc,Warrior","Whenever you lose life for the first time each turn, put a +1/+1 counter on Vengeful Warchief. (Damage causes loss of life.)",4,Creature
32080,Tyler Jacobson,B,8,"""You can sign, or you can spend your life imagining what might have been yours.""",1,1,,{5}{B}{B}{B},8,2aff1748-b178-5558-a04f-94bf0f916dd6,466876,"Vilis, Broker of Blood",122,$5.68 ,8,rare,M20,Demon,"Flying
{B}, Pay 2 life: Target creature gets -1/-1 until end of turn.
Whenever you lose life, draw that many cards. (Damage causes loss of life.)",8,Creature
32081,Daarken,B,2,"""Yarok's nightmares lurk and wait
Where dark despair is near at hand.""
—*Lament for Bala Ged*, stanza 3",1,1,,{B}{B},2,cc5bce19-95f5-55a4-9719-29db0e757d5c,466877,Yarok's Fenlurker,123,$0.37 ,1,uncommon,M20,Horror,"When Yarok's Fenlurker enters the battlefield, each opponent exiles a card from their hand.
{2}{B}: Yarok's Fenlurker gets +1/+1 until end of turn.",1,Creature
32082,Eric Deschamps,R,3,She learned a tragic lesson that day: even the purest can be corrupted when the heart's emotions are twisted.,1,1,,{2}{R},3,b5124592-b834-581a-84dd-3614ed85dd71,466878,Act of Treason,124,$0.02 ,,common,M20,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.),,Sorcery
32083,Wesley Burt,R,5,,1,1,,{2}{R}{R}{R},5,b54ebbde-1fa3-5def-989d-5ea2dfa3469a,466879,Cavalier of Flame,125,$2.43 ,6,mythic,M20,"Elemental,Knight","{1}{R}: Creatures you control get +1/+0 and gain haste until end of turn.
When Cavalier of Flame enters the battlefield, discard any number of cards, then draw that many cards.
When Cavalier of Flame dies, it deals X damage to each opponent and each planeswalker they control, where X is the number of land cards in your graveyard.",5,Creature
32084,Anna Steinbauer,R,3,,1,1,4,{1}{R}{R},3,8cfde9ca-2071-5c6c-ae5e-52db61aba12c,466880,"Chandra, Acolyte of Flame",126,$0.72 ,,rare,M20,Chandra,"[0]: Put a loyalty counter on each red planeswalker you control.
[0]: Create two 1/1 red Elemental creature tokens. They gain haste. Sacrifice them at the beginning of the next end step.
[−2]: You may cast target instant or sorcery card with mana value 3 or less from your graveyard. If that spell would be put into your graveyard this turn, exile it instead.",,Planeswalker
32085,Chris Rahn,R,6,,1,1,6,{4}{R}{R},6,280b39d2-e821-59cb-b5e1-b8bed73ddf3e,466881,"Chandra, Awakened Inferno",127,$10.85 ,,mythic,M20,Chandra,"This spell can't be countered.
[+2]: Each opponent gets an emblem with ""At the beginning of your upkeep, this emblem deals 1 damage to you.""
[−3]: Chandra, Awakened Inferno deals 3 damage to each non-Elemental creature.
[−X]: Chandra, Awakened Inferno deals X damage to target creature or planeswalker. If a permanent dealt damage this way would die this turn, exile it instead.",,Planeswalker
32086,Anna Steinbauer,R,4,,1,1,5,{3}{R},4,bc1db3be-43e3-5e98-bd74-cb1310560a71,466882,"Chandra, Novice Pyromancer",128,$0.19 ,,uncommon,M20,Chandra,"[+1]: Elementals you control get +2/+0 until end of turn.
[−1]: Add {R}{R}.
[−2]: Chandra, Novice Pyromancer deals 2 damage to any target.",,Planeswalker
32087,Johan Grenier,R,2,"""Furballs? Try dealing with fireballs.""
—Chandra Nalaar",1,1,,{1}{R},2,e57fbac4-3c6d-5d66-ac91-e83443944427,466883,Chandra's Embercat,129,$0.06 ,2,common,M20,"Elemental,Cat",{T}: Add {R}. Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.,2,Creature
32088,Christopher Moeller,R,4,"""There's plenty of fire to go around.""
—Chandra Nalaar",1,1,,{2}{R}{R},4,8cb27e2e-9993-55b4-870d-a5ddf54cf6aa,466884,Chandra's Outrage,130,$0.02 ,,common,M20,,Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.,,Instant
32089,Eric Deschamps,R,2,,1,1,,{1}{R},2,bafa1e13-b464-5a1c-bfd7-6ddbde07e1a9,466885,Chandra's Regulator,131,$0.23 ,,rare,M20,,"Whenever you activate a loyalty ability of a Chandra planeswalker, you may pay {1}. If you do, copy that ability. You may choose new targets for the copy.
{1}, {T}, Discard a Mountain card or a red card: Draw a card.",,Artifact
32090,Chris Rallis,R,3,"""I've lit most everything on fire—trees, rocks, even the water. Now it's time to burn the clouds.""",1,1,,{2}{R},3,1f8f3714-08ff-51ed-a144-f37dffc652cc,466886,Chandra's Spitfire,132,$0.09 ,1,uncommon,M20,Elemental,"Flying
Whenever an opponent is dealt noncombat damage, Chandra's Spitfire gets +3/+0 until end of turn.",3,Creature
32091,Zoltan Boros,R,4,"""Coming down is the best part!""",1,1,,{3}{R},4,451b33cc-d9f9-5b9a-a2c3-42dc587a5f44,466887,Daggersail Aeronaut,133,$0.01 ,3,common,M20,Goblin,"As long as it's your turn, Daggersail Aeronaut has flying.",2,Creature
32092,Zoltan Boros,R,3,"""I love digging. It gives me lots of time to think about how much I love digging.""",1,1,,{2}{R},3,2d296473-c37d-5aee-ba0a-a75cbc4898b5,466888,Destructive Digger,134,$0.01 ,3,common,M20,Goblin,"{3}, {T}, Sacrifice an artifact or land: Draw a card.",2,Creature
32093,Matthew D. Wilson,R,7,"""Yes, it's huge and strong and breathes fire. But we're smart!""
—Tadith the Wise, last words",1,1,,{5}{R}{R},7,c9f4c304-5ba3-540e-8100-91e705aba7ce,466889,Dragon Mage,135,$0.25 ,5,uncommon,M20,"Dragon,Wizard","Flying
Whenever Dragon Mage deals combat damage to a player, each player discards their hand, then draws seven cards.",5,Creature
32094,Grzegorz Rutkowski,R,7,"""Spread out, you idiots! Spread out!""
—Marsden, party leader, last words",1,1,,{4}{R}{R}{R},7,8d259c9c-670e-5436-8963-23f7f6ab0eb8,466890,"Drakuseth, Maw of Flames",136,$6.15 ,7,rare,M20,Dragon,"Flying
Whenever Drakuseth, Maw of Flames attacks, it deals 4 damage to any target and 3 damage to each of up to two other targets.",7,Creature
32095,Steve Prescott,R,2,"Not every job in the goblin army is glamorous. Actually, *no* job in the goblin army is glamorous.",1,1,,{R}{R},2,3d18687a-c2f8-5d0e-a56f-8482f98c1bab,466891,Ember Hauler,137,$0.02 ,2,uncommon,M20,Goblin,"{1}, Sacrifice Ember Hauler: It deals 2 damage to any target.",2,Creature
32096,Joe Slucher,R,5,"""The best way to learn from a book on pyromancy is to burn it.""
—Jaya Ballard",1,1,,{3}{R}{R},5,3b78e01b-966e-5ce6-a1a6-7331700ab4fe,466892,Fire Elemental,138,$0.01 ,5,common,M20,Elemental,,4,Creature
32097,Viktor Titov,R,3,"""I have calculated that a dragon in flight, in a single strafing run, can cover an area of—""
—Thaedus the Clever, last words",1,1,,{2}{R},3,57420781-f6af-5a70-a1a6-1f4eced430a1,466893,Flame Sweep,139,$0.14 ,,uncommon,M20,,Flame Sweep deals 2 damage to each creature except for creatures you control with flying.,,Instant
32098,Tomasz Jedruszek,R,2,"""I'm afraid your dinner got a little . . . overcooked.""
—Marlan Farthwald, innkeeper",1,1,,{1}{R},2,84066d4c-af78-555f-a2f4-5aa680c3b6b7,466894,Fry,140,$0.08 ,,uncommon,M20,,"This spell can't be countered.
Fry deals 5 damage to target creature or planeswalker that's white or blue.",,Instant
32099,Zack Stella,R,3,,1,1,,{1}{R}{R},3,1fbcde50-b226-5bee-82ae-2bef3b1ec441,466895,Glint-Horn Buccaneer,141,$1.64 ,2,rare,M20,"Minotaur,Pirate","Haste
Whenever you discard a card, Glint-Horn Buccaneer deals 1 damage to each opponent.
{1}{R}, Discard a card: Draw a card. Activate only if Glint-Horn Buccaneer is attacking.",4,Creature
32100,Anna Podedworna,R,2,"""I opens my mouth to catches the bugs!""",1,1,,{1}{R},2,cb712c65-73e2-512c-8501-9f4617551676,466896,Goblin Bird-Grabber,142,$0.01 ,2,common,M20,Goblin,{R}: Goblin Bird-Grabber gains flying until end of turn. Activate only if you control a creature with flying.,1,Creature
32101,Gabor Szikszai,R,4,,1,1,,{3}{R},4,85de4ccc-896e-59ac-9331-953f16c3b759,466897,Goblin Ringleader,143,$0.38 ,2,uncommon,M20,Goblin,"Haste (This creature can attack and {T} as soon as it comes under your control.)
When Goblin Ringleader enters the battlefield, reveal the top four cards of your library. Put all Goblin cards revealed this way into your hand and the rest on the bottom of your library in any order.",2,Creature
32102,Dan Scott,R,3,"""I am but a humble traveler. I have no taste for sneakery nor thiefiness.""",1,1,,{2}{R},3,b1f09d6b-7540-5edd-b05d-1ef116c89d47,466898,Goblin Smuggler,144,$0.02 ,2,common,M20,"Goblin,Rogue","Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}: Another target creature with power 2 or less can't be blocked this turn.",2,Creature
32103,Caio Monteiro,R,1,"""No shirt, no shoes, no service.""
—Marketplace sign",1,1,,{R},1,5126b4f5-2ff5-5eff-9469-c4a936817ddb,466899,Infuriate,145,$0.01 ,,common,M20,,Target creature gets +3/+2 until end of turn.,,Instant
32104,Chris Seaman,R,4,"Keldon raiders' spoils are limited to what their colos can carry. No matter the value, the rest goes up in smoke.",1,1,,{2}{R}{R},4,ccc7393f-241c-5d5b-b5ea-fcd2335d5b12,466900,Keldon Raider,146,$0.01 ,4,common,M20,"Human,Warrior","When Keldon Raider enters the battlefield, you may discard a card. If you do, draw a card.",3,Creature
32105,Victor Adame Minguez,R,4,She swings with the ease of flowing lava and hits with the force of a meteor.,1,1,,{3}{R},4,23501923-0856-5e13-955f-c104534ab0ad,466901,Lavakin Brawler,147,$0.01 ,2,common,M20,"Elemental,Warrior","Whenever Lavakin Brawler attacks, it gets +1/+0 until end of turn for each Elemental you control.",4,Creature
32106,Noah Bradley,R,4,,1,1,,{2}{R}{R},4,77496d6e-8967-53a9-b8df-54d511422ad3,466902,Leyline of Combustion,148,$0.24 ,,rare,M20,,"If Leyline of Combustion is in your opening hand, you may begin the game with it on the battlefield.
Whenever you and/or at least one permanent you control becomes the target of a spell or ability an opponent controls, Leyline of Combustion deals 2 damage to that player.",,Enchantment
32107,Heonhwa Choe,R,2,"Rage is the culmination of an accelerating cycle of anger and violence that feeds itself in battle, spreading like a flame from one warrior to another.",1,1,,{1}{R},2,ce23feab-06bd-56a9-bdc0-9de3080350ed,466903,Maniacal Rage,149,$0.01 ,,common,M20,Aura,"Enchant creature
Enchanted creature gets +2/+2 and can't block.",,Enchantment
32108,Bayard Wu,R,2,"""Stand still and try not to look like prey!""
—Skerk Hobnett, wilderness guide",1,1,,{1}{R},2,f7df43d5-6b78-5e2f-a5ef-49c5152aba8f,466904,Marauding Raptor,150,$1.23 ,2,rare,M20,Dinosaur,"Creature spells you cast cost {1} less to cast.
Whenever another creature enters the battlefield under your control, Marauding Raptor deals 2 damage to it. If a Dinosaur is dealt damage this way, Marauding Raptor gets +2/+0 until end of turn.",3,Creature
32109,Igor Kieryluk,R,2,,1,1,,{1}{R},2,a4123b4c-ff1c-5a62-ae0e-b7ed42ec534c,466905,Mask of Immolation,151,$0.02 ,,uncommon,M20,Equipment,"When Mask of Immolation enters the battlefield, create a 1/1 red Elemental creature token, then attach Mask of Immolation to it.
Equipped creature has ""Sacrifice this creature: It deals 1 damage to any target.""
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact
32110,Svetlin Velinov,R,2,"Their loyalty is not to any master, but to the pack.",1,1,,{1}{R},2,53577520-368c-51d6-a707-c2c51c95a9c9,466906,Pack Mastiff,152,$0.01 ,2,common,M20,Dog,{1}{R}: Each creature you control named Pack Mastiff gets +1/+0 until end of turn.,2,Creature
