cn,artist,cardindex,colors,convertedManaCost,flavor_text,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,power,Price (Dollars),rarity,rules_text,setCode,subtypes,toughness,types
117,David Palumbo,32075,B,6,"""The skull is rigid, but the mind is so deliciously supple.""
â€”Eromena the Mind Render",,{4}{B}{B},6,9f1abe1f-797e-526d-873a-5806ccc2256d,466871,Thought Distortion,,0.05,uncommon,"This spell can't be countered.
Target opponent reveals their hand. Exile all noncreature, nonland cards from that player's hand and graveyard.",M20,,,Sorcery
118,James Zapata,32076,B,4,"""There are always more like you.""
â€”Modriss of Zargoth Fen",,{3}{B},4,e346c25f-2b9d-5620-96a2-2887647b7e8d,466872,Undead Servant,3,0.01,common,"When Undead Servant enters the battlefield, create a 2/2 black Zombie creature token for each card named Undead Servant in your graveyard.",M20,Zombie,2,Creature
119,Seb McKinnon,32077,B,3,"""Don't think of it as selling your soul. It's more like you're bequeathing it to me.""
â€”Vilis, Broker of Blood",,{2}{B},3,b0f3c210-ff11-5293-a214-172c3658e5a1,466873,Unholy Indenture,,0.11,common,"Enchant creature
When enchanted creature dies, return that card to the battlefield under your control with a +1/+1 counter on it.",M20,Aura,,Enchantment
120,Anna Podedworna,32078,B,1,"""This place suits me: craven authorities and plentiful prey.""",,{B},1,ee0cd366-1dac-5085-8b05-ced6d5e2272b,466874,Vampire of the Dire Moon,1,1.97,uncommon,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",M20,Vampire,1,Creature
121,Karl Kopinski,32079,B,5,"""Try to steal from me and I'll add your skull to my collection.""",,{4}{B},5,9b76efc5-8df7-5992-b657-020a4fc08a0d,466875,Vengeful Warchief,4,0.02,uncommon,"Whenever you lose life for the first time each turn, put a +1/+1 counter on Vengeful Warchief. (Damage causes loss of life.)",M20,"Orc,Warrior",4,Creature
122,Tyler Jacobson,32080,B,8,"""You can sign, or you can spend your life imagining what might have been yours.""",,{5}{B}{B}{B},8,2aff1748-b178-5558-a04f-94bf0f916dd6,466876,"Vilis, Broker of Blood",8,5.68,rare,"Flying
{B}, Pay 2 life: Target creature gets -1/-1 until end of turn.
Whenever you lose life, draw that many cards. (Damage causes loss of life.)",M20,Demon,8,Creature
123,Daarken,32081,B,2,"""Yarok's nightmares lurk and wait
Where dark despair is near at hand.""
â€”*Lament for Bala Ged*, stanza 3",,{B}{B},2,cc5bce19-95f5-55a4-9719-29db0e757d5c,466877,Yarok's Fenlurker,1,0.37,uncommon,"When Yarok's Fenlurker enters the battlefield, each opponent exiles a card from their hand.
{2}{B}: Yarok's Fenlurker gets +1/+1 until end of turn.",M20,Horror,1,Creature
124,Eric Deschamps,32082,R,3,She learned a tragic lesson that day: even the purest can be corrupted when the heart's emotions are twisted.,,{2}{R},3,b5124592-b834-581a-84dd-3614ed85dd71,466878,Act of Treason,,0.02,common,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.),M20,,,Sorcery
125,Wesley Burt,32083,R,5,,,{2}{R}{R}{R},5,b54ebbde-1fa3-5def-989d-5ea2dfa3469a,466879,Cavalier of Flame,6,2.43,mythic,"{1}{R}: Creatures you control get +1/+0 and gain haste until end of turn.
When Cavalier of Flame enters the battlefield, discard any number of cards, then draw that many cards.
When Cavalier of Flame dies, it deals X damage to each opponent and each planeswalker they control, where X is the number of land cards in your graveyard.",M20,"Elemental,Knight",5,Creature
126,Anna Steinbauer,32084,R,3,,4,{1}{R}{R},3,8cfde9ca-2071-5c6c-ae5e-52db61aba12c,466880,"Chandra, Acolyte of Flame",,0.72,rare,"[0]: Put a loyalty counter on each red planeswalker you control.
[0]: Create two 1/1 red Elemental creature tokens. They gain haste. Sacrifice them at the beginning of the next end step.
[âˆ’2]: You may cast target instant or sorcery card with mana value 3 or less from your graveyard. If that spell would be put into your graveyard this turn, exile it instead.",M20,Chandra,,Planeswalker
127,Chris Rahn,32085,R,6,,6,{4}{R}{R},6,280b39d2-e821-59cb-b5e1-b8bed73ddf3e,466881,"Chandra, Awakened Inferno",,10.85,mythic,"This spell can't be countered.
[+2]: Each opponent gets an emblem with ""At the beginning of your upkeep, this emblem deals 1 damage to you.""
[âˆ’3]: Chandra, Awakened Inferno deals 3 damage to each non-Elemental creature.
[âˆ’X]: Chandra, Awakened Inferno deals X damage to target creature or planeswalker. If a permanent dealt damage this way would die this turn, exile it instead.",M20,Chandra,,Planeswalker
128,Anna Steinbauer,32086,R,4,,5,{3}{R},4,bc1db3be-43e3-5e98-bd74-cb1310560a71,466882,"Chandra, Novice Pyromancer",,0.19,uncommon,"[+1]: Elementals you control get +2/+0 until end of turn.
[âˆ’1]: Add {R}{R}.
[âˆ’2]: Chandra, Novice Pyromancer deals 2 damage to any target.",M20,Chandra,,Planeswalker
129,Johan Grenier,32087,R,2,"""Furballs? Try dealing with fireballs.""
â€”Chandra Nalaar",,{1}{R},2,e57fbac4-3c6d-5d66-ac91-e83443944427,466883,Chandra's Embercat,2,0.06,common,{T}: Add {R}. Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.,M20,"Elemental,Cat",2,Creature
130,Christopher Moeller,32088,R,4,"""There's plenty of fire to go around.""
â€”Chandra Nalaar",,{2}{R}{R},4,8cb27e2e-9993-55b4-870d-a5ddf54cf6aa,466884,Chandra's Outrage,,0.02,common,Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.,M20,,,Instant
131,Eric Deschamps,32089,R,2,,,{1}{R},2,bafa1e13-b464-5a1c-bfd7-6ddbde07e1a9,466885,Chandra's Regulator,,0.23,rare,"Whenever you activate a loyalty ability of a Chandra planeswalker, you may pay {1}. If you do, copy that ability. You may choose new targets for the copy.
{1}, {T}, Discard a Mountain card or a red card: Draw a card.",M20,,,Artifact
132,Chris Rallis,32090,R,3,"""I've lit most everything on fireâ€”trees, rocks, even the water. Now it's time to burn the clouds.""",,{2}{R},3,1f8f3714-08ff-51ed-a144-f37dffc652cc,466886,Chandra's Spitfire,1,0.09,uncommon,"Flying
Whenever an opponent is dealt noncombat damage, Chandra's Spitfire gets +3/+0 until end of turn.",M20,Elemental,3,Creature
133,Zoltan Boros,32091,R,4,"""Coming down is the best part!""",,{3}{R},4,451b33cc-d9f9-5b9a-a2c3-42dc587a5f44,466887,Daggersail Aeronaut,3,0.01,common,"As long as it's your turn, Daggersail Aeronaut has flying.",M20,Goblin,2,Creature
134,Zoltan Boros,32092,R,3,"""I love digging. It gives me lots of time to think about how much I love digging.""",,{2}{R},3,2d296473-c37d-5aee-ba0a-a75cbc4898b5,466888,Destructive Digger,3,0.01,common,"{3}, {T}, Sacrifice an artifact or land: Draw a card.",M20,Goblin,2,Creature
135,Matthew D. Wilson,32093,R,7,"""Yes, it's huge and strong and breathes fire. But we're smart!""
â€”Tadith the Wise, last words",,{5}{R}{R},7,c9f4c304-5ba3-540e-8100-91e705aba7ce,466889,Dragon Mage,5,0.25,uncommon,"Flying
Whenever Dragon Mage deals combat damage to a player, each player discards their hand, then draws seven cards.",M20,"Dragon,Wizard",5,Creature
136,Grzegorz Rutkowski,32094,R,7,"""Spread out, you idiots! Spread out!""
â€”Marsden, party leader, last words",,{4}{R}{R}{R},7,8d259c9c-670e-5436-8963-23f7f6ab0eb8,466890,"Drakuseth, Maw of Flames",7,6.15,rare,"Flying
Whenever Drakuseth, Maw of Flames attacks, it deals 4 damage to any target and 3 damage to each of up to two other targets.",M20,Dragon,7,Creature
137,Steve Prescott,32095,R,2,"Not every job in the goblin army is glamorous. Actually, *no* job in the goblin army is glamorous.",,{R}{R},2,3d18687a-c2f8-5d0e-a56f-8482f98c1bab,466891,Ember Hauler,2,0.02,uncommon,"{1}, Sacrifice Ember Hauler: It deals 2 damage to any target.",M20,Goblin,2,Creature
138,Joe Slucher,32096,R,5,"""The best way to learn from a book on pyromancy is to burn it.""
â€”Jaya Ballard",,{3}{R}{R},5,3b78e01b-966e-5ce6-a1a6-7331700ab4fe,466892,Fire Elemental,5,0.01,common,,M20,Elemental,4,Creature
139,Viktor Titov,32097,R,3,"""I have calculated that a dragon in flight, in a single strafing run, can cover an area ofâ€”""
â€”Thaedus the Clever, last words",,{2}{R},3,57420781-f6af-5a70-a1a6-1f4eced430a1,466893,Flame Sweep,,0.14,uncommon,Flame Sweep deals 2 damage to each creature except for creatures you control with flying.,M20,,,Instant
140,Tomasz Jedruszek,32098,R,2,"""I'm afraid your dinner got a little . . . overcooked.""
â€”Marlan Farthwald, innkeeper",,{1}{R},2,84066d4c-af78-555f-a2f4-5aa680c3b6b7,466894,Fry,,0.08,uncommon,"This spell can't be countered.
Fry deals 5 damage to target creature or planeswalker that's white or blue.",M20,,,Instant
141,Zack Stella,32099,R,3,,,{1}{R}{R},3,1fbcde50-b226-5bee-82ae-2bef3b1ec441,466895,Glint-Horn Buccaneer,2,1.64,rare,"Haste
Whenever you discard a card, Glint-Horn Buccaneer deals 1 damage to each opponent.
{1}{R}, Discard a card: Draw a card. Activate only if Glint-Horn Buccaneer is attacking.",M20,"Minotaur,Pirate",4,Creature
142,Anna Podedworna,32100,R,2,"""I opens my mouth to catches the bugs!""",,{1}{R},2,cb712c65-73e2-512c-8501-9f4617551676,466896,Goblin Bird-Grabber,2,0.01,common,{R}: Goblin Bird-Grabber gains flying until end of turn. Activate only if you control a creature with flying.,M20,Goblin,1,Creature
143,Gabor Szikszai,32101,R,4,,,{3}{R},4,85de4ccc-896e-59ac-9331-953f16c3b759,466897,Goblin Ringleader,2,0.38,uncommon,"Haste (This creature can attack and {T} as soon as it comes under your control.)
When Goblin Ringleader enters the battlefield, reveal the top four cards of your library. Put all Goblin cards revealed this way into your hand and the rest on the bottom of your library in any order.",M20,Goblin,2,Creature
144,Dan Scott,32102,R,3,"""I am but a humble traveler. I have no taste for sneakery nor thiefiness.""",,{2}{R},3,b1f09d6b-7540-5edd-b05d-1ef116c89d47,466898,Goblin Smuggler,2,0.02,common,"Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}: Another target creature with power 2 or less can't be blocked this turn.",M20,"Goblin,Rogue",2,Creature
145,Caio Monteiro,32103,R,1,"""No shirt, no shoes, no service.""
â€”Marketplace sign",,{R},1,5126b4f5-2ff5-5eff-9469-c4a936817ddb,466899,Infuriate,,0.01,common,Target creature gets +3/+2 until end of turn.,M20,,,Instant
146,Chris Seaman,32104,R,4,"Keldon raiders' spoils are limited to what their colos can carry. No matter the value, the rest goes up in smoke.",,{2}{R}{R},4,ccc7393f-241c-5d5b-b5ea-fcd2335d5b12,466900,Keldon Raider,4,0.01,common,"When Keldon Raider enters the battlefield, you may discard a card. If you do, draw a card.",M20,"Human,Warrior",3,Creature
147,Victor Adame Minguez,32105,R,4,She swings with the ease of flowing lava and hits with the force of a meteor.,,{3}{R},4,23501923-0856-5e13-955f-c104534ab0ad,466901,Lavakin Brawler,2,0.01,common,"Whenever Lavakin Brawler attacks, it gets +1/+0 until end of turn for each Elemental you control.",M20,"Elemental,Warrior",4,Creature
148,Noah Bradley,32106,R,4,,,{2}{R}{R},4,77496d6e-8967-53a9-b8df-54d511422ad3,466902,Leyline of Combustion,,0.24,rare,"If Leyline of Combustion is in your opening hand, you may begin the game with it on the battlefield.
Whenever you and/or at least one permanent you control becomes the target of a spell or ability an opponent controls, Leyline of Combustion deals 2 damage to that player.",M20,,,Enchantment
149,Heonhwa Choe,32107,R,2,"Rage is the culmination of an accelerating cycle of anger and violence that feeds itself in battle, spreading like a flame from one warrior to another.",,{1}{R},2,ce23feab-06bd-56a9-bdc0-9de3080350ed,466903,Maniacal Rage,,0.01,common,"Enchant creature
Enchanted creature gets +2/+2 and can't block.",M20,Aura,,Enchantment
150,Bayard Wu,32108,R,2,"""Stand still and try not to look like prey!""
â€”Skerk Hobnett, wilderness guide",,{1}{R},2,f7df43d5-6b78-5e2f-a5ef-49c5152aba8f,466904,Marauding Raptor,2,1.23,rare,"Creature spells you cast cost {1} less to cast.
Whenever another creature enters the battlefield under your control, Marauding Raptor deals 2 damage to it. If a Dinosaur is dealt damage this way, Marauding Raptor gets +2/+0 until end of turn.",M20,Dinosaur,3,Creature
151,Igor Kieryluk,32109,R,2,,,{1}{R},2,a4123b4c-ff1c-5a62-ae0e-b7ed42ec534c,466905,Mask of Immolation,,0.02,uncommon,"When Mask of Immolation enters the battlefield, create a 1/1 red Elemental creature token, then attach Mask of Immolation to it.
Equipped creature has ""Sacrifice this creature: It deals 1 damage to any target.""
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",M20,Equipment,,Artifact
152,Svetlin Velinov,32110,R,2,"Their loyalty is not to any master, but to the pack.",,{1}{R},2,53577520-368c-51d6-a707-c2c51c95a9c9,466906,Pack Mastiff,2,0.01,common,{1}{R}: Each creature you control named Pack Mastiff gets +1/+0 until end of turn.,M20,Dog,2,Creature
153,Johan Grenier,32111,R,5,"""Surely it won't notice if I takeâ€”""
â€”Theria the Sly, last words",,{4}{R},5,bb5721fd-e35d-50d1-ada2-90ca26958828,466907,Rapacious Dragon,3,0.14,uncommon,"Flying
When Rapacious Dragon enters the battlefield, create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",M20,Dragon,3,Creature
154,Jakub Kasper,32112,R,1,"""I have a *great* idea!""",,{R},1,acdf557d-1f37-5423-ab7f-0d9f30eec6b0,466908,Reckless Air Strike,,0.02,common,"Choose one â€”
â€¢ Reckless Air Strike deals 3 damage to target creature with flying.
â€¢ Destroy target artifact.",M20,,,Sorcery
155,Jason A. Engle,32113,R,5,"""Before they can go to their final rest, the wicked must be purified by fire.""
â€”Harra the Adjudicator",,{4}{R},5,62a9946f-f305-52a4-91fc-879b07aefc9d,466909,Reduce to Ashes,,0.02,common,"Reduce to Ashes deals 5 damage to target creature. If that creature would die this turn, exile it instead.",M20,,,Sorcery
156,Izzy,32114,R,4,It's in the nature of fire to grow.,,{2}{R}{R},4,34382a9e-6ca7-505f-9aba-a6fd7d8b3631,466910,Repeated Reverberation,,1.08,rare,"When you next cast an instant spell, cast a sorcery spell, or activate a loyalty ability this turn, copy that spell or ability twice. You may choose new targets for the copies.",M20,,,Instant
157,Volkan BaÇµa,32115,R,6,Dinosaurs rarely understand the idea of boundaries between the wild and the urban landscape.,,{4}{R}{R},6,33b19dff-207e-564d-b6c1-736772464feb,466911,Ripscale Predator,6,0.01,common,Menace (This creature can't be blocked except by two or more creatures.),M20,Dinosaur,5,Creature
158,Zoltan Boros,32116,R,4,"""Keep your flammables out of reach.""
â€”Kerin, watch sergeant",,{3}{R},4,43573a11-d64b-5d3a-8188-f3567a2e3a16,466912,Scampering Scorcher,1,0.07,uncommon,"When Scampering Scorcher enters the battlefield, create two 1/1 red Elemental creature tokens. Elementals you control gain haste until end of turn. (They can attack and {T} this turn.)",M20,Elemental,1,Creature
159,Johan Grenier,32117,R,1,"""Yes, she can be a nuisance. But at least my tea never gets cold.""
â€”Marlan Farthwald, innkeeper",,{R},1,01968b28-351f-566f-8b16-8ed4d615a784,466913,Scorch Spitter,1,0.06,common,"Whenever Scorch Spitter attacks, it deals 1 damage to the player or planeswalker it's attacking.",M20,"Elemental,Lizard",1,Creature
160,Jason Rainville,32118,R,1,"""I love this thing! It's my best invention since the boulderfist gauntlet!""",,{R},1,c7f94665-71d7-55ed-a186-efb46c3ade90,466914,Shock,,0.04,common,Shock deals 2 damage to any target.,M20,,,Instant
161,John Avon,32119,R,4,"""You will kneel before me, even if I have to split the earth under your feet!""
â€”Ash Kronor, Keldon warlord",,{3}{R},4,52e82f9c-de03-5105-bba5-cd17ba11e79c,466915,Tectonic Rift,,0.01,common,Destroy target land. Creatures without flying can't block this turn.,M20,,,Sorcery
162,Yongjae Choi,32120,R,2,,,{1}{R},2,ac9a66fd-33e7-5361-826e-69c5c9ae50b1,466916,Thunderkin Awakener,1,0.45,rare,"Haste
Whenever Thunderkin Awakener attacks, choose target Elemental creature card in your graveyard with toughness less than Thunderkin Awakener's toughness. Return that card to the battlefield tapped and attacking. Sacrifice it at the beginning of the next end step.",M20,"Elemental,Shaman",2,Creature
163,Jason Kang,32121,R,3,"The cage is a crucible for the rage that builds inside, refining it into something pure and terrible.",,{2}{R},3,ea1f5173-cb6b-5cca-b559-f329f04d7c9a,466917,Uncaged Fury,,0.04,uncommon,Target creature gets +1/+1 and gains double strike until end of turn. (It deals both first-strike and regular combat damage.),M20,,,Instant
164,Bram Sels,32122,R,2,Sathros turned his restraints to revenge.,,{1}{R},2,91b2f2ec-714a-5c95-9942-f883f41ff052,466918,Unchained Berserker,1,0.03,uncommon,"Protection from white (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything white.)
Unchained Berserker gets +2/+0 as long as it's attacking.",M20,"Human,Berserker",1,Creature
165,Grzegorz Rutkowski,32123,G,2,,,{G}{G},2,17e06a6c-a827-5555-9ea6-2f3c500ccb9e,466919,Barkhide Troll,2,0.16,uncommon,"Barkhide Troll enters the battlefield with a +1/+1 counter on it.
{1}, Remove a +1/+1 counter from Barkhide Troll: Barkhide Troll gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",M20,Troll,2,Creature
